order_id,review_score,review_comment_message,review_comment_title
fb393211459aac00af932cd7ab4fa2cc,1,"Comprei um relógio, e quando chegou, me deparei com uma réplica! Em momento algum me foi informado que era réplica, e se eh soubesse não teria comprado.",Não gostei
869997fbe01f39d184956b5c6bccfdbe,1,Peço um produto por um código e vem outro totalmente diferente.,Razoavel
0d3adebce4bebc1f80a7f36e9833f497,1,Peço um produto por um código e vem outro totalmente diferente.,Razoavel
52b7fa35b1e5c8bdea5869804dced415,1,Peço um produto por um código e vem outro totalmente diferente.,Razoavel
aa14b8f4567fef1be1a8912ca010f1c7,2,Não recebi a capa De sofá. Estou aguardando e não estou informada de quando virá,Falta um.produto
23878b3366bb97c4877f944c685fc546,1,"O carregador não veio
",Está faltando o carregado
b77e196ee314322dcec6124fa3e38b6b,1,"A boneca não é igual a imagem que está no site, por isso fiquei bem desapontado, pois sempre que comprei algumas coisas por esse site eram bem atendidas ",A boneca
f30d59d024a381d49e85a1ecfe0d79c0,1,"O produto é bom, porem é vendido como se fosse da Sony (original) mas na verdade não é original e sim uma réplica. ",Não é original 
cd5343ffb012a7157ddbcf5720100c01,1,"Fiz o pedido de dois kits de progressiva e só me foi entregue um 
O que eu faço agora para pegar o produto faltante ?",Produto faltando 
db66dca329373cf37340222e240340b6,1,"O meu produto não chegou, estou no aguarde, o que chegou foi somente a nota fiscal. ",Não chegou 
b5930ca6b3a52bd7169cffa2a4b8a83e,2,a entrega foi entregue certo dentro do prazo mais acho que não precisaria demorar tanto pra fazer uma entrega sendo feito o pagamento a vista.,
09fd1722d038ec5290cb862bb8ed8e46,2,"O produto não corresponde as imagens do site, as rodas eram em amarelo fluorescente e vieram em verde, uma das rodas não gira como as outras e não tem o mesmo desenho. A marca também era outra.",O produto não corresponde
8fec3000dd1edabf27f78ee06f3abebe,1,"Comprei a caixa de simparic com 3 comprimidos e entregaram a caixa com apenas 1 comprimido, solicitei a troca no dia 29/08 e ainda não tive nenhum retorno.",Produto errado
c1556665d5eda63ad0a01cb682e2ad6d,1,Ainda não recebi o produto. ,Entrega 
eb620e3dd98cfbaa9f054dbc60758764,1,"Não é a colcha que comprei totalmente diferente.A cor não tem nada haver com a do site.liguei duas vezes pra resolve sobre a troca,falaram que vai entrar em contato até agora nada......",
05104976125ea1e5cc04bc1f506a436a,1,Coloquei que não foi entregue por que eu que tive q ir buscar. Eles não entregam na minha casa... E outra uma semana de uso o fone já está dando problemas!,Atenção! 
b77f53899c1c8e0a22ad60800bc4f214,2,Comprei dia 19/08/18 com previsão de chegada dia 24/08/18. Até à data presente ( 01/09/18 ) não recebi o produto.,
2b59ddd3b4175dd13033a71b56785a33,1,Não chegou não chegou,Não recebi
f4544b707c2c9583440b3ea50b0fc3a6,1,"O produto chegou no prazo certo, mas não veio dentro da sua embalagem original conforme mostra a foto na compra, vem com embalagem de tester, a tampa veio toda torta. Parece produto chingling,.",Não recomendo.
6a8becea75ddeafc9a476d5de46696a1,1,Recebi apenas uma caixa de lente das três que comprei e paguei. E não recebo retorno para resolver a questão.,"Recebi, está incompleto "
cc94aa62777cf27c082eaa521ba00747,2,"Eu solicitei uma extensão elétrica com 3 entradas, ou seja deveria ser igual o da foto. 
Porém não vou realizar a troca, pois não tenho tempo de ir ao correio fazer a devolução.",Não é o mesmo produto
cf5c8d9f52807cb2d2f0a0ff54c478da,1,Fiz pedido de 6 produtos e só recebi 2.,Entrega faltando produtos
d4dcec44106e7301b362ee4b771b7ff3,1,"O pedido se tratava de 5 frascos de oleo de linhaça, veio 1oleo de coco. Se não tinha os 5, não deveria vender.Estou a 2 dias tentando contato com por e_mail e ninguem responde. Por telefone e imposs",Vcs precisam melhorar
9fa2ad63a061c20fb72179b9d79bafd3,1,"Comprei um kit com 2 pomadas e recebi apenas uma, Já enviei mensagem e não obtive resposta. Completa falta de respeito.",Não recomendo
bd35b677fd239386e9861d11ae98ab56,2,O produto veio com defeito! Espero que não demore muito a troca pois foi comprada para presentear!,Carteira de couro marrom 
65fdcb432cb9cfa970e3a3817b39040d,2,O produto veio com defeito! Espero que não demore muito a troca pois foi comprada para presentear!,Carteira de couro marrom 
1ad22e16129698e1a3cc11e4350d2cb7,2,O produto veio com defeito! Espero que não demore muito a troca pois foi comprada para presentear!,Carteira de couro marrom 
93670a5c977fd8e687b42178388d9ce7,1,"Fiz a instalação como dizia no manual, porém o aparelho não funcionou.",O produto com defeito
8c48a29935d95dd45daa77ac63f6786d,1,Produto veio com defeito,nao recomendo
e7c290bfc31d7eed478c3d3d2d4d2953,2,Comprei um produto e foi entregue outro,
8624511aa767a83ed91a47c158320964,1,"Minha avaliação ta sendo esta pq aqui aparece q recebi o produto e ainda não chegou em casa.Por favor, queria saber o q está acontecendo ???
Atenciosamente, 
Juliana",Informação\preocupada
89812ae1f27bd0baa142a3aa9ab5cb49,1,"Comprei uma pelúcia do Creeper Minecraft e a qualidade é de loja de 1,99. Quando se liga para o SAC não se consegue falar com ninguém. ",Qualidade pior que camelô
53e2d02e35bbcf2deb23911e2d791dbb,1,"Não recomendo, além da demora para entregar, chegou apenas uma cadeira, sendo que foi paga 2. 
Gostaria de saber, se posso abrir um processo, ou irão enviar a outra cadeira?",Está faltando uma cadeira
a63d6f123bbccd71286ef76811cb2a3b,1,Entregaram apenas um item da compra as grelhas para peixe não,
a5875ee134166b373cc08cbea838760c,1,"tive que retirar no correio, não avisaram que eu teria que me deslocar para retirar, não entregaram em casa.",
919baca007d9525b6668c18f79a33197,1,Não recebi meu produto e ainda não respondem meus contatos. Horrível essa loja ,Não recebi meu produto
6616fa4c89b8bf2a7e17271cdc542fca,1,"Não recebi a arandela, apenas os números. Gostaria de saber quando vou receber pois estou precisando urgente. ",Faluana receber um produt
e3ce941c85b5ae1ae2862a7344cbb845,2,O produto é bom mas exige um pouco de paciência para usá-lo por causa de suas lâminas pequenas,Bom
58d9d5cd92518cf1b61072e5edfd768d,1,Essa já é a quarta ou quinta compra minha que não chega que esta havendo ,Não recebimento de produt
1776f9cc0f976e7aa0e8372a5325c41a,2,"Na descrição constava a medida 3,00x2,50mts, mas veio 2,80x2,50.Pedi para trocar e não tem mais o produto e sim cupons com desconto.Não tenho interesse.Queria a cortina tamanho certo. Não recomendo.",Não recomendo
d5244670e213108e7d21f54a42548613,1,"Não recebi o produto e por este motivo não tenho como opinar. Mesmo que tivesse recebido, o prazo de entrega é muito grande. ",Não recebi o produto
724074e91e873f7bba4b3548c59e5f92,1,O produto chegou quebrado,
14a05c02d483800864e5c19a3a7f0ee2,2,Penso que deveria haver um modo de se comunicar com a empresa caso acontecesse de encomenda não ser entregue ,Entrega de encomenda
dd787ad9c97e5504d6ea0bd294906902,1,"Estava esperando o produto para festa de aniversário do meu filho no fim de semana. Sempre comprei no baratheon, nunca mais compro... Estamos chateados e não sei como montarei a festa do meu pequeno. ",Decepção
54282e97f61c23b78330c15b154c867d,1,Nao recebi,
6ca46f2b9a1592929647682510800e0e,1,Nao recebi,
4bd0d8aa4756f78245bd56015d4ddcc0,1,não me deram ao menos satisfação prazo longo de entrega e assim mesmo não cumpriram a lannister tem responsabilidade também e se omitiu quero meu dinheiro reembolso ,decepção 
7731a91dd46b3556ca99d3b3c34373ef,1,"Comprei dois perfumes, o Tommy Hilfiger recebi caixa lacrada parece ok, mas o perfume da Gabriela Sabatini a caixa está sem lacre e tem etiqueta auto adesiva fundo do frasco lado externo. Será falso??",Perfumes
f0a5b7c94819c69d12a1c0458ec74756,1,Foi cancelado a compra antes da emissão de nota fiscal e mesmo assim entregaram o produto sem efetivar o cancelamento solicitado.,cancelamento compra
a9dfd8a8ec4fa0a848fb61986bdc153f,1,"Quero saber o que fazer, pois meu produto nao foi entregue .",Nao foi entregue 
675bc8cd15e6b9225582b9161288670f,1,"Produto de baixa qualidade, na foto engana bem, bota esquerdo não tem função, o digital somente funciona se vc aperta um dos dois botões da direita e logo apaga, instrução em inglês e chinês. ",Produto de baixa qualidad
a6eace8d7affa686ec69d39f9c4c348a,1,"eu comprei um kit + acessorio so recebi uma central e um controle

veja o que tinha na distrição da compra é veja o que falto
4 Sensores Magnético Xas 4000 1 Sirene Para Central De Alarme 1 Bateria",PRODUTO IMCOPLETO 
051fcda88d997d3ff86012da2a556342,1,É couro sintético!!,Carteira ñ é de couro 
bc7e40b95bc62e9b4fe7c419038b37f3,1,Quero devolução ,Cadê meu produto ?
da7e4fe598c5bcd3fb94f8f32456a6a3,1,"panelas pequenas,não observei a dimensão quando comprava.",1 estrela pelo produto.
6325af88a0611fc357055cb87dcec11e,1,"Sempre comprei nas lannister, só que pela quarta vez está acontecendo atraso na entrega. Espero ainda receber o produto, e quem sabe se fizer uma nova compra seja diferente.",
04f1689642ed3c3e45244d4f7b2fe731,1,"O produto que veio não é o que eu comprei, inclusive a nota fiscal veio em nome de outra pessoa, e não consigo contato para resolver o problema",Estou com problemas
b915355d5d44aa71d50cf04caeb78a53,1,não recebi ainda,atrazado
9e8b358ee10c7f0194a7a017f1334dfa,1,demorou mais de 1 mês para efetivar a troca de cuba quebrada e envio de peça faltante,não recomendo
6d0940a8f5fba47562bb14cd97dfd6da,1,Difícil comunicação com o vendedor após a compra do produto. Foram duas tentativas de compra. A primeira resultou inexitosa e foi cancelada sem explicação. Ainda aguardo pela segunda compra do mesmo..,Pós-venda deixa a desejar
a17a3fb93e43abd822552a9f93b02c1e,2,"O PRODUTO CHEGOU NO PRAZO, POREM NÃO PARECE ORIGINAL, NÃO VEIO NEM NA CAIXA ORIGINAL DO PERFUME.
SE O PRODUTO NÃO É ORIGINAL ACHO QUE DEVERIA SER AVISADO",
91681be83015c5760383644518e80ec6,2,Apenas a imagem das fotos é muito ruim. O restante é bom.,Razoável
1d911134e95ec6f299e80fe19b5b88c5,1,"Sempre comprei na americas.com e os pedidos chegavam antes da data prevista, mais este ainda n chegou e nem mandou email nenhum avisando nada.",
bbec0e8ff27f20abbd5b2fc0ab8a82c6,1,O mangueira estourou antes mesmo do uso ,
c14d2e12b876b00738f6c4ae6329e1dc,1,"O produto chegou no prazo e intacto, porém não funciona.Coloquei o aspirador de carro com tomada para o ascendedor de cigarros no aparelho já conectado na tomada e nada, não funciona.embora 12v
",Não recomendo
4d680edbaa7d3d9bed69532957368a03,1,Se não me derem uma posição quanto o meu pedido não entregue terei que tomar minhas providências na justica para sanar meu problema.,Pedido não entregue 
7e61f390f3e0aa3b112e56091d2b9ee3,1,Pedido foi cancelado e mesmo assim a loja enviou o produto. Devolvi o produto e quero o estorno da compra em meu cartão de crédito.,Pedido cancelado
9c5e59d13402e43348641c0293487f76,2,"Comprei uma fantasia para meu sobrinho,Batman pop tamanho 3/4 anos. No pacote diz que vem com fantasia curta,capa e máscara. Acontece que a máscara não veio!! ",Faltando a máscara 
3794be706c3088573f54b492768e7689,1,2 dias fora do prazo já mandei email pra empresa e ninguém responde estou preocupada de não chegar meu produto tenho urgência em usá-lo já está pago já passou do prazo e ninguém me comunica nada sobre,2 dias fora do prazo 
43050a51a257b17d51295e07650cb654,1,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor",Lamenetável...
85e05c3c9aa9834518f35d4f286014be,1,"Após longa espera, recebi produto errado (cor diferente), com marcas de manuseio (parecendo produto usado), embalagem sem lacre e amassada. Marketplace = juntos na venda, ausentes no problema.",Pior experiência. Evite!
3e8ef04f228ea2e33b19ff30e0e61f38,1,"Recebi apenas um produto.
O outro não .",
b022e6618cd7a7bd4a981f0e7951922c,1,"Boa noite, o produto veio com defeito, em uma hora de uso percebi que um dos botões não estava mais no relógio (soltou), muito frágil, led AM não esta acendendo, os números 7 e 8 acendem juntos",não recomendo
ceb9ba23c2692423f47bd10e0f86bcc5,2,"Recebi o produto, ainda não usei portanto, não posso qualificar o mesmo ",Pontual 
80a26b4ee1a6aff31f37986403491366,2,"Recebi o produto com atraso(recebi somente apos reclamar), não veio o laudo da cadeira conforme a NR especificado no produto, não veio o manual com instrução para montagem e a base (pé) veio com risco",Não recomendo.
b8cf03f4a08e3dc7eb2509ef520b20e2,1,1 dos produtos (o cavalo) nao veio. Favor verificar . Consta no site que foi entregue e isso nao ocorreu,Reclamacao Falta de Entre
21fbb7ffe47d9cc3a504f6ac4ee24c9a,1,"Fiz a compra de 2 aparelhos de mp3 e só chegou 1.
Mandei e-mail reclamando para que me enviasse o produto faltante ou a devolução do dinheiro mais não obtive resposta.",Entrega incompleta 
9d302458a5c2070516051da353068870,1,Meu produto chegou pela metade Ainda estou aguardando o restante ,Regula
13cef9e0a4505f2d911e9c4465b5eb22,1,made in china com etiqueta enorme escrita....msm marca e padrão do produto vendido em minha cidade que por sinal adquiri pro aparelho anterior...conclusão? Paguei + que o dobro por algo de camelodromo,Pessima
cb4d0ce750b3542055ae832b4d3bcca4,1,"Fiz a solicitação de devolução, pois comprei a película para o zenfone 5 selfie e veio o do zenfone 4",Entrega errada 
adeb87b732e8e3684863866c067aa9de,1,Pedi o cancelamento e mesmo assim me entregaram o produto. ,
5601fa41e5818b9941a6bdd21978b6ac,1,"Pedido chegou incompleto, abri um chamado e disseram resolver em 48 horas, porém ja ultrapassou o prazo",Pedido chegou incompleto
81710e0039b0dcda11c1f114e3dda5cf,1,Negativo,Insatisfação
3058f418c175f89b5dc680bcb5634ab1,1,Negativo,Insatisfação
750fac445e827530d79e0a2050dbcd9c,1,não me entregaram o produto ,nao recomendo
54ee4ac3ad09faa2237f8a844b4d7b92,1,Coloca anúncio q o produto está disponível e na verdade não tem produto em estoque ,
3e92e84e557bec2d9fa0d853b3e855e1,1,"Somente não gostei do tamanho das velas.
As fotos mostravam uma coisa e na verdade eram bem diferentes.",
42006f4285a74fe6aeef976170d01e60,1,A loja vende um produto muito caro mas a qualidade é péssima ,0
2868122766fb8490193dc08920622c8b,1,"utilizo o site das amaericanas a muitos anos, sempre tive um bom retorno, as vezes demora,mas os produtos chegam sempre embalados. mas dessa vez não recebi, por isso a avaliação negativa.",negativa
2a06568281fa1a485b9ba5fac48c7df2,1,Foi o unico produto pedido que não foi entregue.,
2d5c2551306ebb8492eb8c36d062f314,1,Recebi a mascara mas de outra cor. Infelizmente não pude fazer a troca pois já tinha jogado a nota fiscal fora,Não recomendo
f2d45d510df2224a3cac856602af7486,1,Não foi entregue o produto. Estava previsto para 27/08 ,
7cfdf7265c9572fc7b7cbd3b9cc438b7,2,entregou faltando um produto,
8c3ef96e828b5894ec632ba10985867d,1,"Eu solicitei o cancelamento da compra e não obtive retorno , o produto chegou não e o q eu gostaria , foi uma compra frustrada para mim",Cancelamento
f7e6df47c78b982f0f117ad579519e15,1,produto entregue nao veio de acordo com foto ,
c5a2bd922645770b148755d89a577853,1,"Minha compra ainda está presa nos correios. Sei que não é culpa da loja, mas algo deve ser feito! Preciso do equipamento para trabalhar e ele não chegou!",Nao entregue
96519c210f6dfe22f8e85cad134443ae,1,comprei dois perfumes sendo que só veio um na caixa e pra ajudar o perfume e falsificado e marcado na caixa venda proibida que e só pra teste,nao recomendo
ff3d19da0194cd44460fbb6fbf4ed7b3,1,um produto de muita baixa qualidade sem condições ,produto de baixa qualidad
c3fd18a4aeb8e2d589b0248ce60e91b7,2,"PRODUTO ESTA COM ATRASO DE 3 DIAS, A LOJA NAO SE PRONUNCIOU ATE O MOMENTO. JA TENTEI ENTRAR EM CONTADO MAIS NAO TIVE NENHUMA RESPOSTA. SEMPRE COMPRO POR AQUI, E NUNCA TIVE ESTE PROBLEMA NESTA REDE.",PRODUTO NAO ENTREGUE
a1e313e06320d5c725c2ba02d0cf5be2,1,"Até agora só recebi uma nota fiscal de uma Central para jeep renegade ,mais ate esse momento nada de central nem de jeep nem de elantra ",Ainda não recebi
a7ff25f0e4f6914216004204460f5797,1,"O produto foi entregue com atraso, o pior não foi isso, o mesmo chegou solto em uma caixa suja, tive que usar ""panos"" para limpar a embalagem antes de abrir. A sujeira me deixou indignada!",Decepcionada com a compra
35642e42741af129914f2cd0ab468289,1,O produto foi entregue porém a atualização do status de onde ele estava ou se já tinha sido enviado não aconteceu. Recebi mas de surpresa pq o app não me atualizou de nada sobre o status da compra,Faltou atualização
82cfc721893072e906ea29b1f0fa08f0,1,"Com um mix da Walita Philips e veio aberto.
Fiz o teste e está funcionando. Achei estranho e não gostei do produto vir aberto 


",Produto veio aberto
1b34f3de23ae790473c7e4ef6ac0b1f1,1,Produto fora da específicação.,Produto fora de especific
cec31771f7be596e463066dab5db839f,1,"Não entregou o produto, nota fiscal emitida em nome de outra pessoa com outro produto. Cancelou a entrega do produto por conta propria",Não recomendo negociar
1bb758b8244a768b78655fb2abb0c7f8,1,Uma empresa tão bem conceituada como o baratheon deveria se preocupar mais com a qualidade dos produtos oferecidos pelo seus parceiros.,Produto de péssima qualid
5f8e8bff26bd07b73a3ecf086de33d4a,1,Nao recebi o lustre de bola o quadro foi entregue.,
fe131be5a96c0e5194cfe0c33e5b1bb7,1,"Ainda vou vê se chega a tempo marcado
Aguardando minha encomenda",Não recebe minha encomend
c75be4dbb0444f5234b73d0e700bc425,1,O produto ainda não foi entregue.,
45f323ee344dfe76bcd78bc41c962c91,1,Comprei 2 relógios e entregaram apenas 1. Aguardo posicionamento da loja qto a isso ou estorno do valor no cartão. ,Relógio não entregue 
00b1cb0320190ca0daa2c88b35206009,1,"Comprei dois fones de ouvido com valor de R$ 50, 32 e entregaram o cabo para para iPhone no valor de r$ 10",Entregaram produto errado
92de9d50e681619c103a7634c2f8bdaf,1,"sem preocupação com o cliente, não há transparência, pois não mantem nenhum canal de comunicação direta. quero o cancelamento e devolução do dinheiro.",não entregou o produto
5aac76cf7b07dd06fa4d50bf461d2f40,1,As lentes estao com defeito nao sei se a cx toda,
b2b8934746a9afa7b38c8c1f88268ecb,1,As lentes estao com defeito nao sei se a cx toda,
557e7ed9b11b0dd74545009ef0c7a74c,1,A loja disse que entregaria em 8 dias entregou em 22 dias,Compra de boneco mineceaf
f4b84983666d1ac021c0522f00a405c0,1,"O produto não é o que eu esperava, mas serve",bom
9d3da55bc185ccdbeccac8824c7330ae,2,"Comprei na comodidade de internet porém não entregaram na minha casa.tive que buscar no correio,odiei isso,não recomendo pq não tive a comodidade de receber em casa.apesar de pagar frete.😣",Tive que ir buscar no cor
392ed9afd714e3c74767d0c4d3e3f477,1,"o produto foi entregue errado eu estou esperado contatos da loja para resolver a situação
 ",
1e7d25f611e794f9614dd3e10a8596e7,1,"A data da entrega era dia 23/08, já estamos no dia 27/08 e não tenho nenhuma posição de porque o produto não foi entregue. Estou extremamente irritada e insatisfeita.",o produto não chegou
d4bec1a24c97bd17be18d77297a0f6a0,2,"Só veio um dos pendentes , preciso dos outros, conforme a nota ",Faltou mercadoria 
28f5b7eeb630d537533dec10991130fc,2,"Achei que o tecido fosse melhor, muito fino",4
9971209651bda86ae11c4d218eb2bf7d,1,"O elefante que selecionei na compra era azul bem claro e veio azul escuro, 7 dias depois da data combinada. Sem etiqueta que sinaliza que o produto é original. As orelhas tem cheiro de amaciante.",Elefante Buba
8258256a5491a4e80cbc6e6d15362318,1,"Produto chegou danificado, com rachadura no corpo da fonte, entretanto funcional.
Mas o fato do produto chegar dessa forma, demonstra que o vendedor nao tomou os devidos cuidados no envio.",Entrega Danificada
993f3fc78c8cdf418bd5b0f7cfffcaa9,2,Pensei que a mochila fosse um material mais resistente.,
1b0bc119ea5ac37e73e2275afc7904ee,1,Comprei 2 puffs e um chromebook. A entrega foi incompleta. Os puffs nao foram entregues. Tento telefonar para reclamar e nenhum dos telefones consigo falar com um atendente. Lastimável.,Não recebi os puff´s. 
bdc386da6334df2a3ed8c51f0fe77c16,1,"Não recebi o produto comprado completo. Comprei dois pendentes, mas só entregaram um.
Como faço para receber o restante?",Não recebi o produto comp
cb8372ec4562008e6648acf4fa8b81c7,2,Fiz minha compra dia 17/08/2018 agora e dia 27/08/ e ainda nao recebi o produto,nao recomendo
ec91a58a83b62633311320a62097c129,1,Recebi um produto totalmente diferente do pedido e a NF veio com destinatário para outra pessoa.,Veio o produto errado
83262941cdb645f93d2446a666571eb4,2,NÃO CUMPRIU O PRAZO DE ENTREGA,NÃO CUMPRIU O PRAZO
21a00b08cbeb5716bbb66105e3dbd850,1,"Trocaram meu produto, me enviaram o produto de outra pessoa.",Produto trocado
9e119efc7690fb6c238eca967793fd34,1,"Trocaram meu produto, me enviaram o produto de outra pessoa.",Produto trocado
c1dbcb501480db95626caa68680696d4,1,"Recebi o pingente com defeito, quebrado.",Defeito produto 
1a5800523e4a42619420e13b49c522b6,1,vei faltando uma peca do suporte e nao consigo monta-lo,pessimo
248ecd132184e324749f7a4d42724ef0,1,Produto não foi entregue,Produto não foi entregue
c577af5e9d5dbecf0ac65ff28cb8ad45,1,"Recebi apenas uma luminária.
Como proceder???",Faltando itens
fae8533726bd31cbcb92d9bdcaf5e92f,1,cartucho veio queimado e não conseguem resolver meu problema ,ruim
1a6b9a764637acbc39e1624a2211f548,1,"Comprei 6 cartuchos, recebi apenas 4 unidades após o prazo de entrega, e ate hoje estou tentando entrar em contato para uma solução, mas sem sucesso. ",Muito Ruim
9c78e72b5160190f45195d6ecf7875dc,1,"Sempre comprei na lannister e não tive problemas,mas dessa vez não recebi o produto.",0
b027e9d1b5a30853af2663e94f2e8a00,2,"Comprei lente acuvue oasis + 6,00 e entregaram -6,00 (miopia)
No site esta 8,00 que é o mesmo que +6,00 (positivo), se tivesse o sinal negativo não teria comprado.
Agora preciso devolver para troca ",Golden Waffle 3 / Pedido:
bb4eb3e71b30365a580e5a718bd8d1ae,1,Eu não recebi o produto.,Não recebi o produto
6a8074244958b34abe3e949b948bb9f9,1,Ainda ñ tenhi como descrever o q achei do produto pq até agora não chegou!!,Meu produto não chegou
4c1eb4e6d52d42048614e4c46f3c5f9e,1,Infelizmente n fiquei feliz passou o prazo ainda não recebi a mercadoria ,Entrega 
58274272cfde0e71c0ee61eaee5a60e1,1,Quero saber quando entregarão o produto? Era presente de aniversário e não chegou na data.,Atraso na entrega
e10c080e6f7f8136087836cadcd26199,1,o produto ainda não foi entregue,nao satisfeito
72652c482c51119a0a338edba23e0027,2,"Eu recomendaria sim á joga devido a demora na entrega não compro mas no site , só comprarei na loja fisica.. Ainda não recebi meu produto estou muito insatisfeita com a demora. ",Demora na entrega 
4f7dbee2068ee41007872df9d2532dfa,1,Empresa não é pontual na entrega.,
993da8482e658ec7f1d0c6d955604936,1, A loja anuncia um produto e entrega outro.,
acfa87544c19d596707d25cf2f7dab61,1,nao entregou o pedido dentro do prazo ja solicitei cancelamento ,nao entregou 
5f071a8534fb6805fa6ec902f04219e4,2,"Comprei o relógio todo preto, com fecho preto, porém veio com fecho prata, e comprei com nome MVTM escrito dentro do relógio, veio sem o nome, na foto fecho preto, e com nome MVTM, não veio assim",Nao era o que eu esperava
c14178abafd6865eecec624f9dcc8e4d,2,"Veio o copo errado. A lannister vendeu como
Copo de 470ml e veio copos de 400ml",Entrega errada
a85ca5795f5b9095cd0be276b40cfb8f,1,O a cinta do produto não está funcionando.,Produto não funciona
80cfa0890f4319950ce8e5dae346a7b5,1,Sô lamento que paguei o carreto e tive que buscar nos Correios ,Ótimo produto 
f69cf3b291cebc67406533d345c21e01,1,Sem comentários,
57a7b18332c1b9b26d96e35379af3a38,1,"Eu não recebi meu produto
",Zero
bb8edfe0742a6a0279b7dff848289568,1,"Eu não recebi meu produto
",Zero
c1cf3cb3cf9e48ca06d7eb08d8b9dc0a,1,"Olá. Não estou entendo o que está acontecendo. Dizem que o produto foi entregue, mas a principio não recebi nada.",Não recebi o produto.
