order_id,review_score,dominant_topic,topic_confidence,topic_label
db66dca329373cf37340222e240340b6,1,2,0.14558740188741648,Product Arrival Issues
b5930ca6b3a52bd7169cffa2a4b8a83e,2,3,0.07678478260434615,Delivery Delay
09fd1722d038ec5290cb862bb8ed8e46,2,4,0.016270600456292576,Defective / Wrong Item
8fec3000dd1edabf27f78ee06f3abebe,1,4,0.06022838617578762,Defective / Wrong Item
c1556665d5eda63ad0a01cb682e2ad6d,1,0,0.21250970340495154,Wrong / Incomplete Item
eb620e3dd98cfbaa9f054dbc60758764,1,4,0.05679928832097772,Defective / Wrong Item
05104976125ea1e5cc04bc1f506a436a,1,1,0.02894704500966189,Order Not Delivered
b77f53899c1c8e0a22ad60800bc4f214,2,0,0.04148425542814307,Wrong / Incomplete Item
2b59ddd3b4175dd13033a71b56785a33,1,2,0.22903262199216534,Product Arrival Issues
f4544b707c2c9583440b3ea50b0fc3a6,1,2,0.05783987012766847,Product Arrival Issues
6a8becea75ddeafc9a476d5de46696a1,1,4,0.041953977795174145,Defective / Wrong Item
cc94aa62777cf27c082eaa521ba00747,2,4,0.0275895459694546,Defective / Wrong Item
cf5c8d9f52807cb2d2f0a0ff54c478da,1,4,0.041090561515352474,Defective / Wrong Item
d4dcec44106e7301b362ee4b771b7ff3,1,4,0.04473389415087708,Defective / Wrong Item
9fa2ad63a061c20fb72179b9d79bafd3,1,4,0.03340546177071598,Defective / Wrong Item
bd35b677fd239386e9861d11ae98ab56,2,4,0.0976811985806283,Defective / Wrong Item
65fdcb432cb9cfa970e3a3817b39040d,2,4,0.0976811985806283,Defective / Wrong Item
1ad22e16129698e1a3cc11e4350d2cb7,2,4,0.0976811985806283,Defective / Wrong Item
93670a5c977fd8e687b42178388d9ce7,1,4,0.011968894680372386,Defective / Wrong Item
8c48a29935d95dd45daa77ac63f6786d,1,4,0.18557573847593536,Defective / Wrong Item
e7c290bfc31d7eed478c3d3d2d4d2953,2,1,0.11725254466495574,Order Not Delivered
8624511aa767a83ed91a47c158320964,1,2,0.06886905494768626,Product Arrival Issues
89812ae1f27bd0baa142a3aa9ab5cb49,1,4,0.03331426834360754,Defective / Wrong Item
53e2d02e35bbcf2deb23911e2d791dbb,1,2,0.028502596389820146,Product Arrival Issues
a63d6f123bbccd71286ef76811cb2a3b,1,4,0.029400060559274466,Defective / Wrong Item
a5875ee134166b373cc08cbea838760c,1,4,0.01294417413677705,Defective / Wrong Item
919baca007d9525b6668c18f79a33197,1,0,0.06497306311141092,Wrong / Incomplete Item
6616fa4c89b8bf2a7e17271cdc542fca,1,0,0.01745171620465937,Wrong / Incomplete Item
e3ce941c85b5ae1ae2862a7344cbb845,2,2,0.009947392112638077,Product Arrival Issues
58d9d5cd92518cf1b61072e5edfd768d,1,3,0.012156057860930332,Delivery Delay
1776f9cc0f976e7aa0e8372a5325c41a,2,4,0.04977260455452219,Defective / Wrong Item
d5244670e213108e7d21f54a42548613,1,3,0.09702231312721019,Delivery Delay
724074e91e873f7bba4b3548c59e5f92,1,2,0.17345203986170438,Product Arrival Issues
14a05c02d483800864e5c19a3a7f0ee2,2,1,0.03275499212718444,Order Not Delivered
dd787ad9c97e5504d6ea0bd294906902,1,4,0.025850023368292955,Defective / Wrong Item
4bd0d8aa4756f78245bd56015d4ddcc0,1,3,0.06867506431558791,Delivery Delay
7731a91dd46b3556ca99d3b3c34373ef,1,4,0.0382807676285952,Defective / Wrong Item
f0a5b7c94819c69d12a1c0458ec74756,1,4,0.03616577075473236,Defective / Wrong Item
a9dfd8a8ec4fa0a848fb61986bdc153f,1,1,0.11875666311995892,Order Not Delivered
675bc8cd15e6b9225582b9161288670f,1,4,0.030418933565847118,Defective / Wrong Item
a6eace8d7affa686ec69d39f9c4c348a,1,4,0.029264167616015933,Defective / Wrong Item
051fcda88d997d3ff86012da2a556342,1,4,0.0008415129846184316,Defective / Wrong Item
bc7e40b95bc62e9b4fe7c419038b37f3,1,4,0.018116460723334327,Defective / Wrong Item
da7e4fe598c5bcd3fb94f8f32456a6a3,1,4,0.0015865509333780727,Defective / Wrong Item
6325af88a0611fc357055cb87dcec11e,1,3,0.05178228677407257,Delivery Delay
04f1689642ed3c3e45244d4f7b2fe731,1,4,0.11229627007303193,Defective / Wrong Item
b915355d5d44aa71d50cf04caeb78a53,1,0,0.13689069125937392,Wrong / Incomplete Item
9e8b358ee10c7f0194a7a017f1334dfa,1,4,0.015148444227952348,Defective / Wrong Item
6d0940a8f5fba47562bb14cd97dfd6da,1,4,0.01978709138048658,Defective / Wrong Item
a17a3fb93e43abd822552a9f93b02c1e,2,2,0.06824236310681141,Product Arrival Issues
91681be83015c5760383644518e80ec6,2,4,0.011100126691946778,Defective / Wrong Item
1d911134e95ec6f299e80fe19b5b88c5,1,2,0.03633585851159513,Product Arrival Issues
bbec0e8ff27f20abbd5b2fc0ab8a82c6,1,3,0.005998037362799327,Delivery Delay
c14d2e12b876b00738f6c4ae6329e1dc,1,2,0.07231502832050636,Product Arrival Issues
4d680edbaa7d3d9bed69532957368a03,1,1,0.03991252852134205,Order Not Delivered
7e61f390f3e0aa3b112e56091d2b9ee3,1,4,0.019254356663588868,Defective / Wrong Item
9c5e59d13402e43348641c0293487f76,2,4,0.056395389155312066,Defective / Wrong Item
3794be706c3088573f54b492768e7689,1,3,0.05192396966718959,Delivery Delay
43050a51a257b17d51295e07650cb654,1,4,0.03178063758291392,Defective / Wrong Item
85e05c3c9aa9834518f35d4f286014be,1,0,0.032280110340950734,Wrong / Incomplete Item
3e8ef04f228ea2e33b19ff30e0e61f38,1,0,0.09326884728381052,Wrong / Incomplete Item
b022e6618cd7a7bd4a981f0e7951922c,1,4,0.0702523432279204,Defective / Wrong Item
ceb9ba23c2692423f47bd10e0f86bcc5,2,0,0.06155183270447351,Wrong / Incomplete Item
80a26b4ee1a6aff31f37986403491366,2,4,0.07922053403403825,Defective / Wrong Item
b8cf03f4a08e3dc7eb2509ef520b20e2,1,4,0.04627590483198408,Defective / Wrong Item
21fbb7ffe47d9cc3a504f6ac4ee24c9a,1,2,0.04118462364354181,Product Arrival Issues
9d302458a5c2070516051da353068870,1,2,0.1310335863742675,Product Arrival Issues
13cef9e0a4505f2d911e9c4465b5eb22,1,4,0.01151651305655698,Defective / Wrong Item
cb4d0ce750b3542055ae832b4d3bcca4,1,4,0.06353701485973894,Defective / Wrong Item
adeb87b732e8e3684863866c067aa9de,1,4,0.02491529261480224,Defective / Wrong Item
5601fa41e5818b9941a6bdd21978b6ac,1,2,0.03645382694657782,Product Arrival Issues
750fac445e827530d79e0a2050dbcd9c,1,4,0.02586955227294004,Defective / Wrong Item
54ee4ac3ad09faa2237f8a844b4d7b92,1,2,0.01595757164289235,Product Arrival Issues
3e92e84e557bec2d9fa0d853b3e855e1,1,4,0.019949050883860595,Defective / Wrong Item
42006f4285a74fe6aeef976170d01e60,1,4,0.017629197224415895,Defective / Wrong Item
2868122766fb8490193dc08920622c8b,1,3,0.02317682269243904,Delivery Delay
2a06568281fa1a485b9ba5fac48c7df2,1,1,0.06911402341022635,Order Not Delivered
2d5c2551306ebb8492eb8c36d062f314,1,4,0.03667729715874699,Defective / Wrong Item
f2d45d510df2224a3cac856602af7486,1,1,0.06256593617435291,Order Not Delivered
7cfdf7265c9572fc7b7cbd3b9cc438b7,2,4,0.0252928482677159,Defective / Wrong Item
8c3ef96e828b5894ec632ba10985867d,1,2,0.07982278123824996,Product Arrival Issues
f7e6df47c78b982f0f117ad579519e15,1,1,0.1003845311189899,Order Not Delivered
c5a2bd922645770b148755d89a577853,1,2,0.033142155498387185,Product Arrival Issues
96519c210f6dfe22f8e85cad134443ae,1,4,0.07610930845114117,Defective / Wrong Item
ff3d19da0194cd44460fbb6fbf4ed7b3,1,2,0.01440682517659511,Product Arrival Issues
c3fd18a4aeb8e2d589b0248ce60e91b7,2,3,0.025810868979788494,Delivery Delay
a1e313e06320d5c725c2ba02d0cf5be2,1,4,0.021522918371892203,Defective / Wrong Item
a7ff25f0e4f6914216004204460f5797,1,1,0.05598398202484575,Order Not Delivered
35642e42741af129914f2cd0ab468289,1,1,0.0576932892388434,Order Not Delivered
82cfc721893072e906ea29b1f0fa08f0,1,4,0.03815799190460158,Defective / Wrong Item
1b34f3de23ae790473c7e4ef6ac0b1f1,1,2,0.09429329192191803,Product Arrival Issues
cec31771f7be596e463066dab5db839f,1,3,0.04022397886988384,Delivery Delay
1bb758b8244a768b78655fb2abb0c7f8,1,4,0.027914452494649293,Defective / Wrong Item
5f8e8bff26bd07b73a3ecf086de33d4a,1,1,0.038337565098631905,Order Not Delivered
fe131be5a96c0e5194cfe0c33e5b1bb7,1,3,0.008357694143112018,Delivery Delay
c75be4dbb0444f5234b73d0e700bc425,1,1,0.26000216973821394,Order Not Delivered
45f323ee344dfe76bcd78bc41c962c91,1,4,0.034847122594950514,Defective / Wrong Item
00b1cb0320190ca0daa2c88b35206009,1,4,0.05183275570958098,Defective / Wrong Item
92de9d50e681619c103a7634c2f8bdaf,1,4,0.01680994673765611,Defective / Wrong Item
5aac76cf7b07dd06fa4d50bf461d2f40,1,4,0.021986475789776968,Defective / Wrong Item
b2b8934746a9afa7b38c8c1f88268ecb,1,4,0.021986475789776968,Defective / Wrong Item
557e7ed9b11b0dd74545009ef0c7a74c,1,3,0.022861716473266184,Delivery Delay
f4b84983666d1ac021c0522f00a405c0,1,2,0.012606109814299275,Product Arrival Issues
9d3da55bc185ccdbeccac8824c7330ae,2,4,0.034717623961278685,Defective / Wrong Item
392ed9afd714e3c74767d0c4d3e3f477,1,1,0.0724233827790953,Order Not Delivered
1e7d25f611e794f9614dd3e10a8596e7,1,3,0.06446576945634304,Delivery Delay
d4bec1a24c97bd17be18d77297a0f6a0,2,4,0.06208127408469664,Defective / Wrong Item
28f5b7eeb630d537533dec10991130fc,2,4,0.0053732581563981216,Defective / Wrong Item
9971209651bda86ae11c4d218eb2bf7d,1,4,0.042947550763318756,Defective / Wrong Item
8258256a5491a4e80cbc6e6d15362318,1,2,0.08525790119932478,Product Arrival Issues
993f3fc78c8cdf418bd5b0f7cfffcaa9,2,4,0.004552813274715999,Defective / Wrong Item
1b0bc119ea5ac37e73e2275afc7904ee,1,3,0.0344360485164701,Delivery Delay
bdc386da6334df2a3ed8c51f0fe77c16,1,4,0.05528134012302255,Defective / Wrong Item
cb8372ec4562008e6648acf4fa8b81c7,2,0,0.06411137177914017,Wrong / Incomplete Item
ec91a58a83b62633311320a62097c129,1,4,0.05647806822004987,Defective / Wrong Item
83262941cdb645f93d2446a666571eb4,2,3,0.13654885679536963,Delivery Delay
21a00b08cbeb5716bbb66105e3dbd850,1,4,0.01673088504146202,Defective / Wrong Item
9e119efc7690fb6c238eca967793fd34,1,4,0.01673088504146202,Defective / Wrong Item
c1dbcb501480db95626caa68680696d4,1,4,0.029464651325068064,Defective / Wrong Item
1a5800523e4a42619420e13b49c522b6,1,4,0.018596706709401375,Defective / Wrong Item
248ecd132184e324749f7a4d42724ef0,1,1,0.26000216973821394,Order Not Delivered
c577af5e9d5dbecf0ac65ff28cb8ad45,1,0,0.03198369924057037,Wrong / Incomplete Item
fae8533726bd31cbcb92d9bdcaf5e92f,1,4,0.05235662479033783,Defective / Wrong Item
1a6b9a764637acbc39e1624a2211f548,1,3,0.06503740168544245,Delivery Delay
9c78e72b5160190f45195d6ecf7875dc,1,0,0.050402829193498776,Wrong / Incomplete Item
b027e9d1b5a30853af2663e94f2e8a00,2,4,0.04781343959995708,Defective / Wrong Item
bb4eb3e71b30365a580e5a718bd8d1ae,1,0,0.21250970340495154,Wrong / Incomplete Item
6a8074244958b34abe3e949b948bb9f9,1,2,0.1690092047116735,Product Arrival Issues
4c1eb4e6d52d42048614e4c46f3c5f9e,1,3,0.05226192494861673,Delivery Delay
58274272cfde0e71c0ee61eaee5a60e1,1,2,0.048800293444942716,Product Arrival Issues
e10c080e6f7f8136087836cadcd26199,1,1,0.26000216973821394,Order Not Delivered
72652c482c51119a0a338edba23e0027,2,3,0.07585798586460267,Delivery Delay
4f7dbee2068ee41007872df9d2532dfa,1,3,0.14127095911582585,Delivery Delay
993da8482e658ec7f1d0c6d955604936,1,3,0.055773112504879555,Delivery Delay
acfa87544c19d596707d25cf2f7dab61,1,3,0.042706513739645915,Delivery Delay
5f071a8534fb6805fa6ec902f04219e4,2,4,0.09135483590234815,Defective / Wrong Item
c14178abafd6865eecec624f9dcc8e4d,2,4,0.07098157419837027,Defective / Wrong Item
a85ca5795f5b9095cd0be276b40cfb8f,1,2,0.011807969756481003,Product Arrival Issues
80cfa0890f4319950ce8e5dae346a7b5,1,4,0.014679557712617957,Defective / Wrong Item
f69cf3b291cebc67406533d345c21e01,1,1,0.00028730074838922623,Order Not Delivered
57a7b18332c1b9b26d96e35379af3a38,1,0,0.21250970340495154,Wrong / Incomplete Item
bb8edfe0742a6a0279b7dff848289568,1,0,0.21250970340495154,Wrong / Incomplete Item
c1cf3cb3cf9e48ca06d7eb08d8b9dc0a,1,1,0.08486318595859699,Order Not Delivered
fd18144a7f23df9342113fdc1f130213,1,4,0.12045870239534599,Defective / Wrong Item
83630f2412ec5ad7dc40991d1225e93c,1,3,0.045093449891629646,Delivery Delay
e8c1420ad4481bb6f18daf1e95ae97a1,1,1,0.13739261356631796,Order Not Delivered
9021cf1919f615a121410790dcce848f,1,0,0.029735194107988045,Wrong / Incomplete Item
8c8005895f46f6c1bdf16697c70e645a,1,2,0.021636009986238366,Product Arrival Issues
5c2c3051e99aa85bb1f2260f51e59f49,2,0,0.040565728356970934,Wrong / Incomplete Item
7aa4279cc25c67bbcf033b0ffa8e5587,1,1,0.027767892196636813,Order Not Delivered
f38a6dc0f541c9dff3f0c72009f2976d,1,0,0.06918402679646747,Wrong / Incomplete Item
d19eb4960a7c6f0146582f3cc7b46d43,2,0,0.02838904394609478,Wrong / Incomplete Item
234c056c50619f48da64f731c48242b4,1,3,0.04816394557197238,Delivery Delay
f7d991e51703014752000a5a1dabc152,1,4,0.04338618142264977,Defective / Wrong Item
87ae60ef8b08ae0e5f903cacb53a6904,1,1,0.11260620738013939,Order Not Delivered
64c8d713a96944349d954eb4bd62e6d5,1,4,0.18557573847593536,Defective / Wrong Item
a03ac1d748cc1533566bf2c8199159d4,1,3,0.012191196751167909,Delivery Delay
018bb1508d9156b81990407b91fb35a8,2,4,0.06325774460235663,Defective / Wrong Item
83329d0539a9b3f087f05db119bee0d6,1,3,0.04674457520600919,Delivery Delay
54a33eb07a24da26f790d99fa2adfd7c,2,0,0.022503429863685174,Wrong / Incomplete Item
f83c27b5d5d61505da0a4ce01db3dfd3,1,4,0.023555265199845833,Defective / Wrong Item
daa1c13dd8df972cbc97ca351c67f32b,1,4,0.03002463767534539,Defective / Wrong Item
bd61a1bf4bb521167f6718320f9f5508,2,4,0.020613502558235863,Defective / Wrong Item
cadf799bab2fdd6d82d549d720595d8b,1,4,0.02766794055908427,Defective / Wrong Item
66eebf0e266f975af04450e28dcadbf1,2,2,0.09920473947030448,Product Arrival Issues
7cb0462fe3de278ba58f5ae3e6bdac4d,1,4,0.016520299471679583,Defective / Wrong Item
13fe5b8b3ad46c558f0c53939589776b,1,4,0.013787787239749463,Defective / Wrong Item
4dd4fdc64737dc3f4472ceda049cb1ba,1,2,0.034569695888855265,Product Arrival Issues
0ec20feeac30045e916578f17c2085e2,1,4,0.05969317600217726,Defective / Wrong Item
e78777ae8bbd5574ac03f4fd12e5daed,1,0,0.042867768004026204,Wrong / Incomplete Item
22ecef80997c71139d9679802f02e84d,2,4,0.01786441393189323,Defective / Wrong Item
ea9b4bd2f02654a60504474278dc2325,1,4,0.026122521885373014,Defective / Wrong Item
34688497162fbb53b24e10738f912fa4,1,4,0.011929629044714255,Defective / Wrong Item
f3ac96719aada8e7d197ff55ddea4d12,2,4,0.01148521096539764,Defective / Wrong Item
adb8036d8a5a923d533101a9a7397523,1,2,0.0188064427131223,Product Arrival Issues
3409538db935345d2d9bf4e77cd2a5d3,2,0,0.018094497146073946,Wrong / Incomplete Item
06d6f2f9ce499ed49d414ff36f583abf,1,4,0.08327011938719545,Defective / Wrong Item
5041274e6fb755ecb3f38d5285c396b2,2,4,0.05904832688927582,Defective / Wrong Item
d23cd4e593b64b8b4d86ac59181f1c75,1,0,0.21250970340495154,Wrong / Incomplete Item
1f04bac535b51d50ba5a22cddc3a52ff,1,2,0.03788136620389357,Product Arrival Issues
6d5b02afa38b0682ac9c0ca1cc98b463,1,4,0.05848757787597952,Defective / Wrong Item
a32c76ce96d7b4cf912b2ae1ee6a8258,1,2,0.03644140174117977,Product Arrival Issues
b2eda1812564491a3461f7e08104ed8f,2,4,0.014890879485719379,Defective / Wrong Item
4d1eeeb5922d5d55dbe1be7623dc18cd,1,4,0.0886010144724809,Defective / Wrong Item
18eadded4d37d643ad53765a205ad45b,1,4,0.011008281352785601,Defective / Wrong Item
17295d6651c53865e020aa846be5ce3f,1,1,0.04502828544546978,Order Not Delivered
149bca3daf097d7695389efb9b491653,1,1,0.09728935636804098,Order Not Delivered
bfcec91a0841313fabd35ed075e4a8f5,2,4,0.017490832801933066,Defective / Wrong Item
d2787e74c073dd7a21b4e4a873abd9f1,2,3,0.05391323969551867,Delivery Delay
2c039eca196d1a548fd739e82713a1b1,1,2,0.030806932569598263,Product Arrival Issues
6087c740ddca7b0c465bda072107a1a9,1,4,0.031159208507676783,Defective / Wrong Item
244eddf1bb79ed749213ea45709f87cc,1,4,0.01787696406187594,Defective / Wrong Item
e3ca9704b9f6ef0eb0c40f669da0d873,2,4,0.045479954688944745,Defective / Wrong Item
a835505a16cefe4fe794476d79374f81,1,0,0.07435176402315338,Wrong / Incomplete Item
25cbbd756ea300d0566add5ebb8b3a25,1,4,0.013582500027904964,Defective / Wrong Item
4ed418ef4e45eb8f9b22aee4366e9541,1,4,0.015955037559121192,Defective / Wrong Item
4360063fea90cf1fafd22f165125cb2e,1,2,0.05448851978602207,Product Arrival Issues
4ed4fa202c468c14366fbf603c8698fd,1,4,0.017249664049302872,Defective / Wrong Item
71ae442d46d1764c665ba4c9e3073864,1,1,0.05593269252651513,Order Not Delivered
73e85a295c3028a2283eb8182a8ac56b,1,2,0.04311043854836416,Product Arrival Issues
a1506880c64d76bdd37f1fa714865b7d,1,3,0.13054355722698993,Delivery Delay
b703b9bca2536eca02a03e9f8f00fc47,1,3,0.13124694524480315,Delivery Delay
1cbf75447931e3dbc3c38893fa41a6fb,2,4,0.0050291466986749755,Defective / Wrong Item
d7362aa5fe91fbcde99a34eb3f592a36,1,3,0.08273331481843471,Delivery Delay
4d4ca4a2ebb64c45176252833b2131a9,1,0,0.0382632135151523,Wrong / Incomplete Item
0397de68fce44f5cdd948f2a5e83862b,1,1,0.0790501225830885,Order Not Delivered
d24b90d375b1415ca40e5b531d04a6bf,1,4,0.11486895633212352,Defective / Wrong Item
a91e629d7c60ee83c467d41250528cc5,2,4,0.04323557540507563,Defective / Wrong Item
e6d7920ba4f7a2673a980bd60d46cb53,1,0,0.05759885292601824,Wrong / Incomplete Item
1c7348dbdae957a76d7886476cbc97e1,2,4,0.013305715282824142,Defective / Wrong Item
77afc8cdc7d93975016850b0b1b02c90,1,4,0.010813566750173005,Defective / Wrong Item
af2a45bf678ca2d4d9f78d43503d0cb7,2,4,0.017539153252989662,Defective / Wrong Item
ad01e26d29b4818ba6299d1356a130b7,2,4,0.03624807422623128,Defective / Wrong Item
d83e73ca49e7e9ec7ba0154139858fc8,1,3,0.08778765691420146,Delivery Delay
bc839831ba2010861cf9e75ed8f1306f,1,4,0.03184276555700172,Defective / Wrong Item
d54f792bf7c14878fc42ba07c5512ead,1,0,0.0648739456466953,Wrong / Incomplete Item
71c467da99c1f688a401a10d9ba6814d,1,2,0.04546025849877262,Product Arrival Issues
20e87d0bc3b241dd3b4d34a6446d013e,1,0,0.21250970340495154,Wrong / Incomplete Item
10a045cdf6a5650c21e9cfeb60384c16,1,4,0.026364499652127327,Defective / Wrong Item
92758826a22a6b5a7f78b076a3c7f164,1,2,0.038192585641970575,Product Arrival Issues
996763a377a7e96ea28f02058d1e1883,1,4,0.05185742533547848,Defective / Wrong Item
1adbc05f8bb9f7f40e1566992a9b5e8d,1,4,0.0638152935209777,Defective / Wrong Item
2ccc4454c10457bb1cd9fb7465167f2f,2,3,0.03654026988680879,Delivery Delay
2663ce3526465b7ee9809428adabdc45,2,4,0.04493722077351041,Defective / Wrong Item
4ee4b8462b9a39ac1fa86e28bcc22ad3,2,4,0.04493722077351041,Defective / Wrong Item
b7b4b4fa31e517b9af7706d637d3de1b,2,1,0.049071295666594274,Order Not Delivered
c73d5fa01a74c67962173f17716b9630,1,2,0.08760834290182837,Product Arrival Issues
32c5abfa9eb2480a7162f1ac2425680d,1,4,0.09152697217853656,Defective / Wrong Item
a162da83b66ff8c619d83b87c1de93b9,1,0,0.07023732999646781,Wrong / Incomplete Item
61433627bdda467b4c2e9c3f4c17854d,2,4,0.054953184765172206,Defective / Wrong Item
f8e926b4541bd4af7a14350967ba217e,2,4,0.005584442144804193,Defective / Wrong Item
b4a90f27b4f23868d8fc84e9dceb125b,1,0,0.03510398802296827,Wrong / Incomplete Item
6cf9278559172d523d1fbcf08988418c,2,0,0.21250970340495154,Wrong / Incomplete Item
5b9e9502eca103a28ea22a94c65e3950,1,3,0.0672542174663547,Delivery Delay
5b5494339d3f8ae69e5527c481c75f80,1,0,0.03503300859417595,Wrong / Incomplete Item
18709eaac22345a27e1027cd4900b554,1,4,0.016749777896384974,Defective / Wrong Item
b81dc96814c73196e795524a469a2c35,1,3,0.13528740945264828,Delivery Delay
a7c96c67b28612698cc5e0fb735dad94,1,1,0.26000216973821394,Order Not Delivered
8ca57f2b32c00588cab243b2115441f5,1,4,0.017987576143609574,Defective / Wrong Item
335874150963b28de5e55b480495739e,1,0,0.13689069125937392,Wrong / Incomplete Item
201164b89baf9300df72f328a6e5842e,1,0,0.12342489500665559,Wrong / Incomplete Item
439463f7eec083713e8a0d347a8f4e0f,1,2,0.010239583105629514,Product Arrival Issues
69aa7c6140efd63150254b0fb1340fc9,1,1,0.06753015090930098,Order Not Delivered
43b2cd469a6cee268b9be121cbaf17ba,1,4,0.07034778587359326,Defective / Wrong Item
29446d5a7212cd18dec57e1ba28c2dee,1,1,0.011244199811037189,Order Not Delivered
dbe2d1c6c34f5c31bb6736e1720c9b7e,1,4,0.05087176157900743,Defective / Wrong Item
260c1e77793a506e09dd0f8135109966,2,4,0.043927809651427556,Defective / Wrong Item
aa94e99bd2554aa3be1d546206cfe48d,1,4,0.009756923854170438,Defective / Wrong Item
2e1205ef23c9d6445449283ddfe660ad,2,4,0.020757206393146953,Defective / Wrong Item
da2b5ed33ae5068005e9d2c43e7a3de1,1,4,0.041910993991376655,Defective / Wrong Item
70e430723d15eaf320da7d163e736ed3,1,4,0.06065230788656719,Defective / Wrong Item
6e25a89b2b006e7da0ff978bdcfe66db,2,4,0.08151765277330615,Defective / Wrong Item
cba47f17b35cccac068f7f6cec4d99d7,1,1,0.05646880826350792,Order Not Delivered
2027c60e9786b0dbc84f5849a80976d8,2,4,0.0016550217049953683,Defective / Wrong Item
f55dcacbda42aa97458735683d9fbb76,1,3,0.0007802420830069459,Delivery Delay
00b6e66f005a657a6b13eedcacdf9342,1,4,0.05996308831060353,Defective / Wrong Item
1a57b61de931e82f09abf18a41271ac0,1,4,0.016717366436986264,Defective / Wrong Item
d67b79fea59821fda4d363d337a56c3a,1,4,0.013409379375180334,Defective / Wrong Item
758480e19da5e5b47ceb7318a5ca77fe,1,2,0.01391861180549274,Product Arrival Issues
737d1628b4fc7ee47b3380c9f1f41991,1,4,0.022956423816022878,Defective / Wrong Item
becc93b30e0f67e640b3a43ef08f396d,2,4,0.061847632896772746,Defective / Wrong Item
7d09831e67caa193da82cfea3bee7aa5,1,3,0.1582775096467941,Delivery Delay
6fea02b03afef8797df7b9fd8efb3f5f,1,4,0.07988585826993938,Defective / Wrong Item
bcdad86f44c780bf1aaf24b66dd97753,1,4,0.0332508885531452,Defective / Wrong Item
65272dc3f6aee70b17f962df52f16f73,2,4,0.03813299695762623,Defective / Wrong Item
25fb291455f02d9da22d17fa3a1afd23,1,2,0.01395372909454633,Product Arrival Issues
b3f1a526de73a85b4e83ac77cd483a05,1,3,0.06886426361344018,Delivery Delay
256c2127e05b924a7cbf69f95e3c4830,2,4,0.009637475999434745,Defective / Wrong Item
